,name,word,start_x,end_x,sex,age,principal_residence,vowel,path,start_y,mid,end_y,consonant,status,mid_vowel
237,SDRW2100000173.1.1.164.wav,리뷰,12800.0,19840.0,남성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2100000173.1.1.164.wav,595.0,596.0,853.0,N,cute!,ㅣ
517,SDRW2100001678.1.1.352.wav,리모컨의,0.0,11200.0,여성,20대,경기,ㄹㅣㅁ,/home/hyohyeongjang/phonology/ri/SDRW2100001678.1.1.352.wav,6.0,97.0,255.0,N,cute!,ㅣ
518,SDRW2100001692.1.1.130.wav,리춘,12160.0,34240.0,남성,20대,경기,ㄹㅣㅊ,/home/hyohyeongjang/phonology/ri/SDRW2100001692.1.1.130.wav,914.0,1597.0,1706.0,N,cute!,ㅣ
522,SDRW2100001751.1.1.464.wav,리그,12800.0,17280.0,남성,20대,경기,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2100001751.1.1.464.wav,643.0,647.0,741.0,N,cute!,ㅣ
557,SDRW2100001965.1.1.301.wav,리메이크도,9920.0,23040.0,남성,20대,경기,ㄹㅣㅁ,/home/hyohyeongjang/phonology/ri/SDRW2100001965.1.1.301.wav,620.0,696.0,775.0,N,cute!,ㅣ
814,SDRW2200000077.1.1.80.wav,리듬타라는,0.0,12160.0,여성,20대,경기,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200000077.1.1.80.wav,0.0,150.0,265.0,N,cute!,ㅣ
855,SDRW2200000232.1.1.183.wav,리더,14720.0,19520.0,남성,20대,경기,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200000232.1.1.183.wav,483.0,546.0,722.0,N,cute!,ㅣ
1035,SDRW2200000860.1.1.207.wav,리스트를,7040.0,35520.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000860.1.1.207.wav,1330.0,1453.0,1541.0,N,cute!,ㅣ
1366,SDRW2200002721.1.1.39.wav,리스,16640.0,21760.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002721.1.1.39.wav,443.0,727.0,804.0,N,cute!,ㅣ
